hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,total_revenue,arrival_month_num,arrival_date,season,traveler_type,is_weekend_booking,has_special_request
City Hotel,1,157,2017,July,49,7,2,4,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,4,0,0,Transient,83.16,0,5,Canceled,2017-03-06,2,6,498.96,7,2017-07-07,Summer,Leisure,1,1
City Hotel,1,90,2019,February,11,28,1,4,4,0,0,BB,GBR,Direct,TA/TO,0,0,0,D,A,0,No Deposit,0,0,0,Transient,65.66,0,1,Canceled,2017-10-16,4,5,328.3,2,2019-02-28,Winter,Group/Family,1,1
Resort Hotel,0,40,2017,August,14,20,0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,D,1,No Deposit,3,0,0,Transient-Party,108.43,0,0,Check-Out,2019-05-26,2,0,0.0,8,2017-08-20,Summer,Leisure,0,0
City Hotel,0,13,2018,February,30,6,0,2,4,0,0,BB,PRT,Corporate,TA/TO,0,1,0,A,A,0,No Deposit,3,0,0,Transient,39.66,1,0,Check-Out,2016-11-12,4,2,79.32,2,2018-02-06,Winter,Group/Family,0,0
City Hotel,0,68,2018,April,22,22,3,2,2,0,0,Undefined,FRA,Direct,TA/TO,1,0,1,A,B,1,Refundable,8,0,0,Transient,95.4,0,0,Check-Out,2018-06-25,2,5,477.0,4,2018-04-22,Spring,Leisure,1,0
City Hotel,0,88,2017,May,15,25,1,2,3,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,66.21,0,1,Check-Out,2015-08-10,3,3,198.63,5,2017-05-25,Spring,Group/Family,1,1
Resort Hotel,0,70,2017,September,36,18,1,1,2,0,0,SC,ESP,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,2,0,0,Transient,137.26,0,0,Check-Out,2015-12-08,2,2,274.52,9,2017-09-18,Autumn,Leisure,1,0
City Hotel,1,179,2018,April,38,20,2,2,3,0,2,BB,BEL,Online TA,Direct,0,0,0,F,A,1,No Deposit,4,0,0,Group,76.16,0,4,Canceled,2016-03-17,5,4,304.64,4,2018-04-20,Spring,Group/Family,1,1
Resort Hotel,1,16,2017,October,52,4,3,4,2,1,0,HB,IRL,Online TA,GDS,0,2,0,A,F,0,No Deposit,0,0,0,Transient-Party,93.36,0,0,Canceled,2016-05-05,3,7,653.52,10,2017-10-04,Autumn,Group/Family,1,0
City Hotel,0,190,2019,March,40,23,2,5,2,0,0,BB,PRT,Groups,Corporate,0,2,0,D,A,0,Non Refund,5,0,0,Transient,67.91,0,0,Check-Out,2018-08-25,2,7,475.37,3,2019-03-23,Spring,Leisure,1,0
City Hotel,1,162,2019,January,2,16,3,2,2,1,1,BB,PRT,Direct,TA/TO,0,0,0,A,B,2,No Deposit,6,0,0,Transient,69.88,1,0,Canceled,2016-12-03,4,5,349.4,1,2019-01-16,Winter,Group/Family,1,0
Resort Hotel,1,29,2017,June,19,1,1,2,4,0,0,SC,GBR,Online TA,GDS,0,1,0,D,A,3,No Deposit,0,0,30,Transient,113.41,0,2,Canceled,2018-02-15,4,3,340.23,6,2017-06-01,Summer,Group/Family,1,1
City Hotel,0,56,2017,December,52,21,2,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,0,0,3,Transient,71.31,1,0,Check-Out,2016-06-29,1,4,285.24,12,2017-12-21,Winter,Leisure,1,0
City Hotel,0,23,2018,March,5,27,2,3,2,0,0,BB,GBR,Online TA,GDS,0,1,0,F,A,0,No Deposit,0,0,0,Transient,82.83,0,0,Check-Out,2017-11-05,2,5,414.15,3,2018-03-27,Spring,Leisure,1,0
City Hotel,0,170,2018,March,3,20,0,0,2,0,0,SC,Unknown,Corporate,TA/TO,0,0,0,B,G,0,No Deposit,5,0,0,Transient,73.35,0,2,Check-Out,2017-03-05,2,0,0.0,3,2018-03-20,Spring,Leisure,0,1
City Hotel,1,106,2017,September,34,2,3,3,2,0,0,BB,IRL,Corporate,TA/TO,0,0,0,B,C,0,No Deposit,0,0,0,Transient,87.08,0,4,Canceled,2016-07-15,2,6,522.48,9,2017-09-02,Autumn,Leisure,1,1
Resort Hotel,0,29,2016,May,32,16,3,5,2,0,0,HB,SWE,Online TA,TA/TO,0,0,0,D,A,1,Non Refund,5,0,0,Transient-Party,101.3,0,1,Check-Out,2017-06-04,2,8,810.4,5,2016-05-16,Spring,Leisure,1,1
City Hotel,0,500,2018,September,4,21,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,Refundable,5,0,0,Transient,84.06,0,3,Check-Out,2016-01-06,2,4,336.24,9,2018-09-21,Autumn,Leisure,1,1
Resort Hotel,0,10,2019,April,48,9,1,2,1,1,0,HB,NOR,Online TA,Direct,1,0,2,A,A,0,No Deposit,0,0,0,Transient,91.99,0,0,Check-Out,2018-09-08,2,3,275.97,4,2019-04-09,Spring,Leisure,1,0
City Hotel,1,63,2017,July,5,15,2,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,7,0,0,Transient,144.4,0,0,Canceled,2015-10-23,2,2,288.8,7,2017-07-15,Summer,Leisure,1,0
City Hotel,0,25,2018,May,6,24,1,3,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,E,A,1,No Deposit,6,0,0,Transient,71.23,0,2,Check-Out,2019-01-15,3,4,284.92,5,2018-05-24,Spring,Group/Family,1,1
Resort Hotel,0,59,2019,July,51,16,0,1,2,1,0,FB,PRT,Online TA,Direct,0,0,0,F,A,0,No Deposit,1,0,0,Transient,157.39,0,2,Check-Out,2015-09-06,3,1,157.39,7,2019-07-16,Summer,Group/Family,0,1
City Hotel,0,2,2018,September,26,9,0,2,2,0,0,BB,ITA,Offline TA/TO,Corporate,0,0,0,E,A,0,Non Refund,3,0,0,Transient,122.3,1,0,Check-Out,2017-04-23,2,2,244.6,9,2018-09-09,Autumn,Last-Minute,0,0
City Hotel,0,17,2018,September,21,7,0,2,4,0,0,HB,PRT,Direct,TA/TO,0,0,0,D,C,0,No Deposit,0,0,0,Transient,79.29,0,0,Check-Out,2015-07-12,4,2,158.58,9,2018-09-07,Autumn,Group/Family,0,0
City Hotel,0,34,2018,July,19,10,4,2,2,0,1,BB,ESP,Offline TA/TO,TA/TO,0,0,0,G,B,1,No Deposit,10,0,0,Transient,122.07,0,2,Check-Out,2016-07-26,3,6,732.42,7,2018-07-10,Summer,Group/Family,1,1
City Hotel,1,177,2019,November,49,7,2,6,2,0,0,BB,GBR,Online TA,TA/TO,1,0,1,B,D,0,No Deposit,2,0,0,Transient-Party,93.43,0,1,Canceled,2019-03-09,2,8,747.44,11,2019-11-07,Autumn,Leisure,1,1
City Hotel,1,118,2018,May,8,13,1,4,2,0,0,BB,AUT,Online TA,Direct,1,0,4,A,D,0,No Deposit,9,0,0,Transient,78.06,1,0,Canceled,2018-06-09,2,5,390.3,5,2018-05-13,Spring,Leisure,1,0
City Hotel,0,59,2019,May,21,2,2,1,2,1,0,BB,GBR,Direct,TA/TO,1,1,1,A,A,0,No Deposit,7,0,0,Transient,77.23,0,3,Check-Out,2018-12-18,3,3,231.69,5,2019-05-02,Spring,Group/Family,1,1
City Hotel,0,20,2018,August,14,12,0,2,3,0,0,BB,RUS,Online TA,Corporate,0,0,0,E,A,0,No Deposit,0,0,0,Transient,118.28,0,2,Check-Out,2017-01-26,3,2,236.56,8,2018-08-12,Summer,Group/Family,0,1
City Hotel,0,46,2018,August,2,13,0,4,2,0,0,BB,PRT,Direct,Corporate,0,0,0,D,A,0,No Deposit,4,0,0,Transient,139.93,0,1,Check-Out,2016-08-01,2,4,559.72,8,2018-08-13,Summer,Leisure,0,1
City Hotel,1,163,2017,February,42,3,0,4,3,1,0,BB,BEL,Corporate,Corporate,0,2,0,D,A,2,No Deposit,7,0,0,Transient,32.59,1,1,Canceled,2018-05-12,4,4,130.36,2,2017-02-03,Winter,Group/Family,0,1
City Hotel,0,57,2017,August,47,11,3,3,3,0,0,SC,PRT,Corporate,GDS,0,0,0,D,A,0,No Deposit,9,0,15,Transient,111.04,1,0,Check-Out,2019-01-20,3,6,666.24,8,2017-08-11,Summer,Group/Family,1,0
City Hotel,0,74,2018,June,10,26,5,5,1,0,1,FB,NOR,Offline TA/TO,TA/TO,1,0,1,A,C,0,No Deposit,6,0,3,Transient,87.55,0,2,Check-Out,2018-01-31,2,10,875.5,6,2018-06-26,Summer,Leisure,1,1
Resort Hotel,0,35,2017,September,10,8,1,2,4,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,0,15,Transient-Party,82.82,0,1,Check-Out,2019-05-12,4,3,248.46,9,2017-09-08,Autumn,Group/Family,1,1
Resort Hotel,1,8,2018,October,14,11,2,1,3,0,1,BB,PRT,Online TA,Direct,0,0,0,D,A,1,No Deposit,3,0,0,Transient,59.57,0,0,Canceled,2016-03-06,4,3,178.71,10,2018-10-11,Autumn,Group/Family,1,0
City Hotel,1,34,2017,August,42,18,0,6,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,A,0,No Deposit,0,0,0,Transient,117.02,1,0,Canceled,2017-12-29,3,6,702.12,8,2017-08-18,Summer,Group/Family,0,0
Resort Hotel,0,4,2019,January,12,7,4,2,3,0,0,BB,FRA,Direct,Corporate,0,0,0,A,C,0,No Deposit,1,0,0,Transient,61.1,1,2,Check-Out,2017-04-16,3,6,366.6,1,2019-01-07,Winter,Group/Family,1,1
City Hotel,1,44,2017,August,21,12,0,0,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient-Party,160.53,0,5,Canceled,2016-02-07,2,0,0.0,8,2017-08-12,Summer,Leisure,0,1
City Hotel,0,75,2019,September,29,6,2,4,3,0,0,BB,DNK,Aviation,Direct,1,0,1,A,A,0,No Deposit,2,0,15,Transient-Party,130.8,0,1,Check-Out,2019-04-08,3,6,784.8,9,2019-09-06,Autumn,Group/Family,1,1
City Hotel,1,143,2018,May,5,28,2,2,2,2,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2,0,0,Contract,99.04,1,2,Canceled,2019-01-27,4,4,396.16,5,2018-05-28,Spring,Group/Family,1,1
City Hotel,0,78,2017,July,31,10,2,1,2,0,0,BB,Unknown,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,0,0,0,Transient,162.51,0,1,Check-Out,2017-04-21,2,3,487.53,7,2017-07-10,Summer,Leisure,1,1
City Hotel,0,215,2018,December,34,20,0,4,2,0,0,SC,PRT,Groups,Direct,1,0,2,A,B,2,No Deposit,0,0,0,Transient,78.59,0,1,Check-Out,2019-03-13,2,4,314.36,12,2018-12-20,Winter,Leisure,0,1
City Hotel,0,96,2017,May,33,27,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,0,0,Transient,106.19,0,0,Check-Out,2018-03-23,2,3,318.57,5,2017-05-27,Spring,Leisure,1,0
City Hotel,1,58,2017,April,48,15,4,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,A,0,No Deposit,1,0,1,Transient,71.71,1,0,Canceled,2018-04-06,2,7,501.97,4,2017-04-15,Spring,Leisure,1,0
Resort Hotel,1,5,2017,April,2,20,0,3,1,0,0,BB,POL,Direct,TA/TO,0,1,0,D,A,1,No Deposit,7,0,0,Transient,106.86,0,0,Canceled,2015-09-18,1,3,320.58,4,2017-04-20,Spring,Last-Minute,0,0
City Hotel,1,67,2016,August,28,15,3,6,4,0,1,SC,PRT,Offline TA/TO,Corporate,0,0,0,D,A,0,No Deposit,0,0,5,Transient,122.13,0,3,Canceled,2016-12-06,5,9,1099.17,8,2016-08-15,Summer,Group/Family,1,1
City Hotel,1,86,2019,December,1,19,3,2,4,0,0,HB,DEU,Online TA,TA/TO,0,1,0,A,F,0,No Deposit,0,0,0,Transient-Party,42.49,0,1,Canceled,2015-11-25,4,5,212.45,12,2019-12-19,Winter,Group/Family,1,1
Resort Hotel,1,25,2016,August,21,6,0,3,2,0,0,BB,PRT,Online TA,Undefined,0,2,0,C,A,3,No Deposit,0,0,0,Transient,148.78,1,0,Canceled,2017-11-15,2,3,446.34,8,2016-08-06,Summer,Leisure,0,0
City Hotel,0,185,2018,May,13,19,5,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,0,0,Transient,116.01,0,1,Check-Out,2015-07-07,2,7,812.07,5,2018-05-19,Spring,Leisure,1,1
City Hotel,1,231,2017,August,43,15,1,2,1,0,0,SC,FIN,Direct,Corporate,0,0,0,A,A,0,No Deposit,2,0,0,Transient,99.54,0,1,Canceled,2019-07-06,1,3,298.62,8,2017-08-15,Summer,Leisure,1,1
Resort Hotel,0,107,2018,August,29,25,1,0,2,2,0,BB,PRT,Groups,TA/TO,1,0,3,F,A,0,No Deposit,0,0,0,Transient,131.78,0,1,Check-Out,2016-10-12,4,1,131.78,8,2018-08-25,Summer,Group/Family,1,1
Resort Hotel,0,20,2017,August,22,20,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,3,0,0,Contract,160.79,0,0,Check-Out,2018-10-09,2,7,1125.53,8,2017-08-20,Summer,Leisure,1,0
Resort Hotel,1,124,2018,April,22,20,3,1,2,0,0,BB,NLD,Corporate,TA/TO,0,2,0,B,A,0,No Deposit,1,0,3,Transient,105.39,0,0,Canceled,2018-04-24,2,4,421.56,4,2018-04-20,Spring,Leisure,1,0
Resort Hotel,1,62,2018,August,38,18,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2,0,0,Transient,177.18,0,1,Canceled,2018-03-12,2,3,531.54,8,2018-08-18,Summer,Leisure,1,1
Resort Hotel,0,80,2018,July,10,2,2,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,1,0,0,Transient,161.41,0,0,No-Show,2018-08-21,2,6,968.46,7,2018-07-02,Summer,Leisure,1,0
Resort Hotel,0,22,2017,January,23,7,2,3,3,2,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,2,No Deposit,0,0,0,Transient,68.84,1,0,Check-Out,2016-08-27,5,5,344.2,1,2017-01-07,Winter,Group/Family,1,0
City Hotel,0,204,2018,July,5,5,3,4,4,0,0,BB,GBR,Online TA,TA/TO,0,1,0,A,D,2,Refundable,1,0,0,Transient,95.06,0,0,Check-Out,2018-08-22,4,7,665.42,7,2018-07-05,Summer,Group/Family,1,0
City Hotel,1,14,2017,December,19,3,2,3,2,1,0,BB,GBR,Online TA,GDS,0,0,0,A,A,0,No Deposit,4,0,0,Contract,99.41,0,2,Canceled,2018-10-07,3,5,497.05,12,2017-12-03,Winter,Group/Family,1,1
City Hotel,1,230,2016,June,27,6,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,1,2,2,B,A,1,No Deposit,0,0,0,Group,87.69,0,2,Canceled,2017-08-19,2,5,438.45,6,2016-06-06,Summer,Leisure,0,1
City Hotel,1,130,2018,December,3,6,2,6,4,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,5,0,0,Transient,60.71,0,2,Canceled,2019-03-08,4,8,485.68,12,2018-12-06,Winter,Group/Family,1,1
Resort Hotel,0,41,2018,March,35,1,1,4,2,0,1,BB,DEU,Online TA,TA/TO,1,0,3,D,A,0,No Deposit,10,0,5,Transient,123.26,0,1,Check-Out,2015-12-13,3,5,616.3,3,2018-03-01,Spring,Group/Family,1,1
City Hotel,0,185,2018,September,30,19,1,2,2,0,1,HB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,3,0,0,Transient-Party,103.53,0,0,Check-Out,2018-09-28,3,3,310.59,9,2018-09-19,Autumn,Group/Family,1,0
City Hotel,1,80,2018,March,19,12,4,0,4,0,0,Undefined,FRA,Online TA,TA/TO,0,2,0,B,F,2,No Deposit,0,0,0,Contract,80.09,1,1,Canceled,2016-07-12,4,4,320.36,3,2018-03-12,Spring,Group/Family,1,1
City Hotel,0,37,2017,May,40,5,0,3,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,6,0,0,Transient,108.63,0,2,Check-Out,2016-05-12,1,3,325.89,5,2017-05-05,Spring,Leisure,0,1
Resort Hotel,0,17,2017,August,48,27,1,0,2,0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Contract,157.45,0,3,Check-Out,2018-11-04,2,1,157.45,8,2017-08-27,Summer,Leisure,1,1
City Hotel,0,13,2016,August,20,27,2,4,2,0,0,BB,AUT,Direct,Corporate,0,0,0,E,C,2,No Deposit,0,0,0,Transient,136.95,1,1,Check-Out,2015-08-09,2,6,821.7,8,2016-08-27,Summer,Leisure,1,1
Resort Hotel,0,87,2018,October,14,7,4,3,1,0,0,BB,Unknown,Complementary,TA/TO,0,0,0,A,D,2,No Deposit,6,0,0,Transient,134.61,0,2,Check-Out,2018-12-26,1,7,942.27,10,2018-10-07,Autumn,Leisure,1,1
City Hotel,0,79,2018,August,39,20,3,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,0,0,0,Transient,115.64,1,3,Check-Out,2016-05-08,1,6,693.84,8,2018-08-20,Summer,Leisure,1,1
City Hotel,0,83,2017,August,9,28,1,1,1,0,0,BB,FIN,Offline TA/TO,TA/TO,1,0,1,D,A,1,Refundable,3,0,0,Transient,138.0,0,0,Check-Out,2018-01-12,1,2,276.0,8,2017-08-28,Summer,Leisure,1,0
City Hotel,0,24,2018,November,33,8,2,3,4,1,0,BB,FRA,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,3,0,0,Transient,77.78,1,0,Check-Out,2019-02-18,5,5,388.9,11,2018-11-08,Autumn,Group/Family,1,0
City Hotel,1,5,2018,July,49,19,3,1,2,0,0,SC,PRT,Online TA,TA/TO,0,2,0,F,A,2,No Deposit,0,0,0,Transient,76.46,0,2,Canceled,2018-06-03,2,4,305.84,7,2018-07-19,Summer,Last-Minute,1,1
Resort Hotel,0,15,2018,April,10,6,4,2,1,0,0,BB,Unknown,Online TA,Corporate,0,0,0,D,D,0,No Deposit,8,0,0,Contract,75.64,0,0,Check-Out,2016-05-21,1,6,453.84,4,2018-04-06,Spring,Leisure,1,0
Resort Hotel,0,37,2018,April,47,15,2,2,2,0,0,HB,AUT,Offline TA/TO,TA/TO,0,0,0,B,A,3,No Deposit,0,0,10,Transient-Party,62.82,0,1,Check-Out,2019-01-27,2,4,251.28,4,2018-04-15,Spring,Leisure,1,1
City Hotel,0,82,2018,June,12,6,0,1,1,0,0,BB,PRT,Online TA,Undefined,1,0,2,G,C,0,No Deposit,6,0,0,Transient,122.92,1,2,Check-Out,2017-11-27,1,1,122.92,6,2018-06-06,Summer,Leisure,0,1
City Hotel,0,174,2018,September,40,9,2,2,2,0,0,BB,Unknown,Online TA,Corporate,1,0,2,A,E,0,No Deposit,0,0,0,Transient,111.94,0,0,Check-Out,2018-05-23,2,4,447.76,9,2018-09-09,Autumn,Leisure,1,0
City Hotel,0,99,2017,February,10,4,4,4,3,0,0,BB,Unknown,Online TA,Direct,0,0,0,B,C,0,No Deposit,0,0,30,Transient,61.75,1,2,Check-Out,2018-02-14,3,8,494.0,2,2017-02-04,Winter,Group/Family,1,1
Resort Hotel,0,40,2017,March,30,16,2,1,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,5,0,0,Transient,81.05,0,1,Check-Out,2018-05-22,1,3,243.15,3,2017-03-16,Spring,Leisure,1,1
Resort Hotel,0,23,2017,March,11,23,3,3,2,1,0,SC,PRT,Online TA,Direct,0,0,0,B,A,0,No Deposit,0,0,0,Transient,111.83,0,0,Check-Out,2019-05-18,3,6,670.98,3,2017-03-23,Spring,Group/Family,1,0
City Hotel,0,33,2018,August,45,10,0,2,2,0,0,BB,NOR,Offline TA/TO,Undefined,0,0,0,A,A,0,Non Refund,7,0,0,Transient,132.74,0,1,Check-Out,2018-08-13,2,2,265.48,8,2018-08-10,Summer,Leisure,0,1
City Hotel,0,36,2019,May,15,1,2,3,1,0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,0,15,Contract,96.01,0,0,Check-Out,2015-07-25,1,5,480.05,5,2019-05-01,Spring,Leisure,1,0
Resort Hotel,0,95,2018,April,1,11,2,3,3,0,0,BB,DNK,Direct,TA/TO,0,0,0,A,B,1,Non Refund,5,0,0,Transient-Party,73.26,0,2,No-Show,2019-03-28,3,5,366.3,4,2018-04-11,Spring,Group/Family,1,1
City Hotel,1,277,2017,August,47,17,2,3,2,0,0,BB,ESP,Direct,GDS,0,1,0,D,G,0,No Deposit,5,0,0,Transient,152.61,1,5,Canceled,2017-12-09,2,5,763.05,8,2017-08-17,Summer,Leisure,1,1
City Hotel,1,500,2018,September,50,18,2,7,3,0,0,SC,USA,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,0,2,0,Transient,130.98,1,1,Canceled,2015-10-27,3,9,1178.82,9,2018-09-18,Autumn,Corporate,1,1
City Hotel,1,203,2019,June,37,20,4,3,4,0,0,BB,PRT,Online TA,TA/TO,0,2,0,D,C,0,No Deposit,1,0,0,Transient,72.34,0,2,Canceled,2017-07-15,4,7,506.38,6,2019-06-20,Summer,Group/Family,1,1
City Hotel,1,63,2019,August,24,28,4,1,1,0,0,HB,FRA,Aviation,TA/TO,0,0,0,A,D,1,No Deposit,0,0,0,Transient,124.54,0,1,Canceled,2016-05-30,1,5,622.7,8,2019-08-28,Summer,Leisure,1,1
Resort Hotel,1,216,2018,March,6,22,1,0,1,0,0,BB,USA,Direct,GDS,0,0,0,A,A,0,No Deposit,0,0,0,Transient,63.62,0,0,Canceled,2019-01-17,1,1,63.62,3,2018-03-22,Spring,Leisure,1,0
Resort Hotel,0,171,2019,December,9,20,2,1,4,0,0,SC,PRT,Online TA,Direct,0,2,0,D,B,0,No Deposit,7,0,0,Transient,96.48,1,1,Check-Out,2016-07-31,4,3,289.44,12,2019-12-20,Winter,Group/Family,1,1
City Hotel,0,85,2016,June,14,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,1,No Deposit,4,0,0,Transient,107.66,2,1,Check-Out,2016-02-27,2,3,322.98,6,2016-06-15,Summer,Leisure,1,1
City Hotel,0,336,2017,December,32,6,1,4,2,0,0,BB,NOR,Online TA,TA/TO,0,3,0,D,A,1,No Deposit,3,4,0,Contract,92.27,1,1,Check-Out,2016-10-14,2,5,461.35,12,2017-12-06,Winter,Corporate,1,1
City Hotel,1,39,2016,December,29,16,2,4,3,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,B,0,No Deposit,6,0,0,Transient,66.34,0,1,Canceled,2019-07-28,3,6,398.04,12,2016-12-16,Winter,Group/Family,1,1
City Hotel,0,46,2018,October,31,2,3,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,C,1,No Deposit,0,0,30,Transient-Party,83.18,0,1,Check-Out,2017-09-13,2,6,499.08,10,2018-10-02,Autumn,Leisure,1,1
City Hotel,0,500,2016,January,22,25,4,2,2,0,0,Undefined,POL,Complementary,Corporate,0,0,0,B,E,2,Non Refund,0,0,0,Transient,51.64,0,0,Check-Out,2017-12-31,2,6,309.84,1,2016-01-25,Winter,Leisure,1,0
City Hotel,1,458,2018,August,40,27,2,4,3,2,0,BB,CHN,Online TA,Corporate,0,0,0,A,B,0,No Deposit,5,0,3,Contract,107.21,0,0,Canceled,2017-05-21,5,6,643.26,8,2018-08-27,Summer,Group/Family,1,0
City Hotel,1,259,2018,March,7,3,5,1,2,2,0,BB,Unknown,Online TA,TA/TO,0,0,0,C,A,0,No Deposit,0,0,0,Transient,51.98,1,2,Canceled,2018-01-22,4,6,311.88,3,2018-03-03,Spring,Group/Family,1,1
City Hotel,0,62,2017,November,15,23,2,2,2,0,0,BB,IRL,Complementary,GDS,0,0,0,F,A,0,No Deposit,0,0,0,Transient,30.93,0,0,Check-Out,2018-05-20,2,4,123.72,11,2017-11-23,Autumn,Leisure,1,0
City Hotel,1,218,2019,October,52,17,3,1,2,0,0,BB,PRT,Online TA,TA/TO,1,0,3,D,G,4,No Deposit,2,0,0,Group,110.23,0,0,Canceled,2017-03-08,2,4,440.92,10,2019-10-17,Autumn,Leisure,1,0
City Hotel,0,39,2017,December,25,8,0,6,2,0,0,BB,GBR,Corporate,TA/TO,0,1,0,A,D,0,No Deposit,0,0,5,Transient,54.98,0,2,Check-Out,2016-07-28,2,6,329.88,12,2017-12-08,Winter,Leisure,0,1
City Hotel,0,35,2017,August,46,20,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,127.21,0,1,Check-Out,2019-05-02,2,1,127.21,8,2017-08-20,Summer,Leisure,0,1
City Hotel,0,94,2018,July,27,27,0,6,2,0,1,BB,DEU,Complementary,TA/TO,0,0,0,D,A,2,Non Refund,1,0,0,Transient,150.86,0,0,Check-Out,2018-07-08,3,6,905.16,7,2018-07-27,Summer,Group/Family,0,0
Resort Hotel,0,11,2016,July,18,28,4,4,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,3,Non Refund,4,0,0,Transient,125.42,1,1,Check-Out,2015-09-12,2,8,1003.36,7,2016-07-28,Summer,Leisure,1,1
City Hotel,0,12,2018,June,23,15,0,2,2,0,2,BB,PRT,Direct,TA/TO,0,0,0,D,B,3,No Deposit,7,0,1,Transient,122.07,0,0,Check-Out,2019-05-04,4,2,244.14,6,2018-06-15,Summer,Group/Family,0,0
City Hotel,1,99,2019,July,24,13,2,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,G,1,No Deposit,10,0,0,Transient,111.54,0,3,Canceled,2015-12-28,2,4,446.16,7,2019-07-13,Summer,Leisure,1,1
Resort Hotel,1,65,2019,August,44,21,2,3,4,1,0,BB,ESP,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,6,0,0,Transient,161.72,0,3,Canceled,2018-04-01,5,5,808.6,8,2019-08-21,Summer,Group/Family,1,1
Resort Hotel,1,47,2019,December,43,23,3,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,85.77,0,2,Canceled,2019-07-09,4,6,514.62,12,2019-12-23,Winter,Group/Family,1,1
City Hotel,1,29,2017,August,5,19,1,2,3,0,0,Undefined,USA,Online TA,TA/TO,0,0,0,D,E,1,Refundable,5,0,30,Transient,110.08,0,0,Canceled,2016-12-19,3,3,330.24,8,2017-08-19,Summer,Group/Family,1,0
Resort Hotel,1,150,2018,November,1,25,1,5,2,0,1,BB,ESP,Offline TA/TO,TA/TO,1,2,3,E,A,0,No Deposit,0,0,0,Transient-Party,124.02,0,1,Canceled,2017-10-03,3,6,744.12,11,2018-11-25,Autumn,Group/Family,1,1
City Hotel,1,270,2016,November,34,25,1,1,4,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,3,0,0,Transient,89.69,0,0,Canceled,2018-12-04,4,2,179.38,11,2016-11-25,Autumn,Group/Family,1,0
City Hotel,1,102,2017,July,49,24,0,1,1,0,0,SC,IRL,Online TA,TA/TO,1,0,4,A,B,0,No Deposit,7,0,15,Transient,115.53,0,1,Canceled,2018-04-21,1,1,115.53,7,2017-07-24,Summer,Leisure,0,1
