hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,79,2018,August,41,24,3,3,2,1.0,0,SC,PRT,Corporate,TA/TO,0,0,0,A,D,4,Non Refund,7.0,,0,Contract,144.95,0,3,Check-Out,2015-12-21
City Hotel,1,144,2017,December,36,24,3,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,74.12,0,1,Canceled,2017-08-28
City Hotel,1,411,2018,September,6,25,4,1,2,1.0,0,HB,POL,Online TA,TA/TO,1,0,2,D,A,0,No Deposit,2.0,,0,Transient,129.6,1,3,Canceled,2015-08-14
City Hotel,0,67,2016,July,50,15,2,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,5.0,,0,Transient,121.09,0,2,Check-Out,2018-04-23
Resort Hotel,1,30,2019,October,29,20,1,2,2,3.0,0,BB,FRA,Online TA,TA/TO,0,1,0,D,A,4,No Deposit,0.0,,2,Transient,111.31,0,2,Canceled,2016-03-23
Resort Hotel,0,69,2017,September,16,16,2,3,2,0.0,1,SC,IRL,Online TA,Corporate,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,97.47,1,1,Check-Out,2016-09-07
Resort Hotel,0,13,2017,November,8,28,3,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,,,0,Group,90.59,0,0,Check-Out,2016-07-27
City Hotel,0,43,2017,April,1,21,0,1,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,B,E,0,No Deposit,0.0,,0,Contract,50.06,0,0,Check-Out,2018-03-14
City Hotel,0,96,2019,November,18,12,2,5,2,1.0,0,SC,PRT,Corporate,GDS,0,0,0,D,A,2,No Deposit,3.0,,0,Transient,22.84,0,1,Check-Out,2017-07-14
Resort Hotel,0,126,2018,May,34,23,0,3,2,0.0,0,SC,FIN,Online TA,TA/TO,1,0,3,D,G,0,No Deposit,6.0,0.0,0,Transient,94.66,0,2,Check-Out,2018-07-13
City Hotel,1,274,2018,December,2,18,0,5,2,2.0,0,BB,DEU,Complementary,TA/TO,1,0,1,A,A,1,No Deposit,5.0,,0,Transient,99.04,1,2,Canceled,2018-11-21
Resort Hotel,0,85,2018,May,32,7,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,D,0,No Deposit,0.0,,0,Transient,112.17,1,0,Check-Out,2018-02-04
Resort Hotel,0,149,2018,November,19,16,2,3,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,G,E,1,Non Refund,1.0,,0,Transient,76.39,0,1,Check-Out,2016-03-01
Resort Hotel,1,63,2017,December,44,28,4,3,2,0.0,0,HB,BEL,Direct,TA/TO,0,0,0,C,A,0,No Deposit,0.0,,0,Transient,43.48,0,2,Canceled,2015-12-06
Resort Hotel,0,28,2018,March,26,19,1,5,2,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,E,A,0,No Deposit,8.0,,0,Transient,49.04,0,0,Check-Out,2016-09-10
City Hotel,0,27,2017,December,3,6,2,3,1,0.0,0,BB,NLD,Groups,TA/TO,0,0,0,A,E,0,No Deposit,7.0,,10,Transient,74.3,0,2,Check-Out,2018-02-10
City Hotel,0,35,2019,March,40,6,2,1,2,2.0,0,FB,Unknown,Corporate,TA/TO,0,0,0,A,C,0,No Deposit,0.0,,1,Group,68.08,1,0,Check-Out,2019-04-19
Resort Hotel,0,50,2018,April,43,6,1,2,2,1.0,0,BB,ITA,Aviation,Direct,0,0,0,A,A,0,No Deposit,7.0,,7,Transient,90.69,0,5,Check-Out,2018-10-11
City Hotel,0,58,2018,July,2,26,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,1,0,1,E,A,1,No Deposit,5.0,,3,Transient-Party,155.98,0,0,Check-Out,2018-10-02
Resort Hotel,1,9,2017,December,52,15,1,0,2,1.0,0,BB,RUS,Direct,GDS,0,1,0,A,B,0,No Deposit,4.0,,2,Transient,95.27,0,1,Canceled,2017-12-27
Resort Hotel,0,90,2018,July,46,2,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,1,0,D,E,0,No Deposit,7.0,,0,Transient,168.88,0,0,Check-Out,2018-04-19
City Hotel,0,136,2017,August,10,9,1,1,2,0.0,0,HB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,120.59,0,0,Check-Out,2015-08-06
Resort Hotel,0,12,2017,September,37,8,2,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,1,0,C,A,4,No Deposit,4.0,0.0,0,Transient,74.89,2,3,Check-Out,2017-05-24
City Hotel,0,27,2017,December,10,7,1,4,2,2.0,0,BB,PRT,Groups,GDS,0,0,0,A,A,1,Non Refund,2.0,,0,Transient-Party,101.49,0,2,Check-Out,2017-05-24
City Hotel,1,27,2018,October,38,27,1,1,1,2.0,0,BB,BRA,Online TA,TA/TO,1,0,3,D,E,0,No Deposit,1.0,,0,Transient,111.55,0,0,Canceled,2018-05-14
City Hotel,0,110,2018,April,12,28,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,1.0,2.0,2,Transient,109.27,0,0,Check-Out,2019-02-03
City Hotel,0,21,2017,May,37,28,3,3,2,0.0,1,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,15,Transient,71.13,0,1,Check-Out,2017-06-19
City Hotel,0,60,2016,March,9,16,1,1,1,0.0,0,BB,CHE,Groups,TA/TO,0,0,0,B,E,2,Non Refund,,,7,Transient,63.32,2,1,Check-Out,2015-12-20
City Hotel,0,28,2018,August,1,15,1,1,2,0.0,0,BB,ITA,Direct,TA/TO,0,2,0,E,E,2,No Deposit,0.0,,0,Transient,123.88,0,1,No-Show,2016-05-09
Resort Hotel,0,8,2018,April,13,9,5,4,2,0.0,0,FB,DEU,Online TA,GDS,0,0,0,B,C,1,No Deposit,3.0,,0,Transient,103.68,0,1,Check-Out,2018-05-27
Resort Hotel,0,20,2017,May,39,20,1,1,1,2.0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,1,A,D,0,No Deposit,4.0,,0,Transient,81.74,1,1,No-Show,2017-07-27
City Hotel,1,57,2017,November,28,15,3,3,2,0.0,0,BB,Unknown,Aviation,Direct,0,1,0,D,A,4,No Deposit,5.0,,0,Transient,76.56,0,3,Canceled,2017-09-06
City Hotel,0,16,2019,June,26,2,0,1,1,2.0,0,BB,PRT,Online TA,Direct,1,1,1,D,A,0,No Deposit,5.0,,0,Transient,123.32,1,1,No-Show,2015-07-19
Resort Hotel,0,122,2019,August,30,20,2,0,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,171.55,0,1,Check-Out,2019-03-11
City Hotel,1,76,2019,June,8,14,0,3,2,0.0,0,BB,PRT,Complementary,GDS,0,0,0,A,B,0,No Deposit,2.0,,0,Transient,84.96,0,0,Canceled,2017-08-31
City Hotel,1,429,2019,February,24,28,1,2,4,2.0,0,BB,GBR,Complementary,TA/TO,0,0,0,C,D,2,Non Refund,10.0,,3,Transient,84.26,0,2,Canceled,2018-06-04
City Hotel,0,37,2017,June,17,26,5,1,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,1,Transient,106.4,0,2,Check-Out,2015-08-12
City Hotel,0,25,2017,June,29,11,2,3,4,0.0,0,SC,BRA,Offline TA/TO,Corporate,1,0,1,A,D,0,Non Refund,0.0,,0,Transient,93.48,0,1,Check-Out,2017-08-20
City Hotel,0,29,2017,November,32,3,1,3,1,0.0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,90.54,0,0,Check-Out,2016-02-28
Resort Hotel,0,300,2017,June,24,2,3,2,4,0.0,0,BB,CHN,Aviation,Corporate,0,0,0,A,D,2,No Deposit,6.0,,0,Transient-Party,122.28,1,0,Check-Out,2016-05-29
City Hotel,1,295,2019,June,39,18,2,1,2,1.0,0,HB,NLD,Aviation,Direct,0,0,0,A,D,0,No Deposit,2.0,,0,Transient,133.3,0,3,Canceled,2019-07-28
City Hotel,0,9,2018,October,8,14,4,2,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,1,A,B,1,No Deposit,4.0,,0,Transient-Party,106.13,0,0,Check-Out,2019-03-06
City Hotel,1,166,2018,September,23,24,1,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,0,Transient,123.78,0,3,Canceled,2017-01-22
City Hotel,0,81,2017,October,33,5,0,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,A,C,0,Refundable,0.0,,0,Transient,84.2,0,1,Check-Out,2017-12-28
Resort Hotel,1,106,2019,December,23,12,2,1,1,1.0,0,HB,GBR,Online TA,GDS,1,0,1,G,D,0,No Deposit,2.0,0.0,0,Transient,59.2,0,1,Canceled,2016-09-21
Resort Hotel,0,58,2019,October,50,14,4,0,2,2.0,0,BB,ITA,Direct,GDS,1,2,3,A,B,0,No Deposit,,,1,Contract,63.74,0,0,Check-Out,2018-11-06
Resort Hotel,0,50,2017,June,3,6,3,1,2,0.0,1,Undefined,DNK,Online TA,Direct,0,0,0,A,B,2,Refundable,0.0,,0,Transient,180.18,0,0,Check-Out,2018-10-31
City Hotel,1,137,2019,October,18,8,1,3,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0.0,,0,Transient,95.67,1,2,Canceled,2017-01-14
Resort Hotel,1,16,2017,July,20,7,1,6,2,0.0,0,BB,ITA,Groups,Direct,0,0,0,A,B,0,No Deposit,0.0,,0,Contract,168.43,1,0,Canceled,2016-12-11
Resort Hotel,0,57,2016,May,52,7,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,3,5,E,A,0,No Deposit,7.0,,0,Transient,107.08,1,0,Check-Out,2016-02-18
Resort Hotel,0,16,2018,May,1,12,4,2,2,2.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,7.0,,0,Transient,101.12,0,0,Check-Out,2019-07-28
City Hotel,0,15,2018,April,32,7,3,7,1,1.0,0,SC,BRA,Online TA,Corporate,0,0,0,A,A,0,No Deposit,3.0,,30,Transient-Party,81.88,1,0,Check-Out,2015-07-19
City Hotel,0,55,2016,March,36,12,1,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,7.0,,30,Transient,79.54,0,0,No-Show,2018-12-24
City Hotel,1,184,2017,April,13,27,1,1,4,1.0,0,HB,PRT,Direct,TA/TO,0,1,0,A,D,1,No Deposit,5.0,,0,Transient,80.9,0,1,Canceled,2015-07-30
Resort Hotel,1,75,2019,February,30,16,3,2,2,0.0,0,BB,DNK,Complementary,GDS,1,0,3,A,A,2,Non Refund,7.0,,0,Transient,112.31,0,1,Canceled,2019-04-23
City Hotel,0,144,2018,November,33,27,1,4,4,0.0,0,SC,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,87.3,1,0,Check-Out,2018-08-29
City Hotel,0,0,2018,December,20,7,2,2,2,1.0,1,BB,NLD,Groups,TA/TO,0,0,0,G,D,0,No Deposit,7.0,0.0,0,Transient,87.93,0,1,Check-Out,2019-04-28
Resort Hotel,1,133,2017,August,27,8,0,2,2,1.0,0,BB,ESP,Direct,Corporate,0,1,0,F,G,0,No Deposit,0.0,,10,Transient,175.04,0,1,Canceled,2018-11-15
Resort Hotel,1,8,2016,October,38,1,3,6,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,3.0,0.0,0,Transient,120.03,0,2,Canceled,2017-05-13
Resort Hotel,0,4,2017,April,43,13,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,,,0,Transient,100.15,0,1,Check-Out,2017-01-16
City Hotel,0,58,2017,November,8,19,3,6,2,0.0,0,BB,ITA,Complementary,TA/TO,1,0,5,D,A,0,No Deposit,6.0,,0,Transient,82.22,0,1,Check-Out,2017-04-08
Resort Hotel,0,75,2017,July,12,1,3,1,2,0.0,1,BB,RUS,Complementary,TA/TO,0,0,0,F,A,0,No Deposit,,1.0,0,Transient,155.14,0,3,Check-Out,2016-06-08
City Hotel,0,14,2017,February,42,24,1,2,1,0.0,0,BB,ESP,Online TA,TA/TO,1,0,5,A,A,1,No Deposit,,,0,Contract,78.99,0,0,Check-Out,2015-07-08
City Hotel,1,214,2018,March,28,18,2,4,2,0.0,0,HB,DEU,Complementary,TA/TO,1,0,1,A,D,0,No Deposit,,,2,Transient,74.74,0,1,Canceled,2016-06-29
City Hotel,1,18,2017,May,46,7,0,4,2,0.0,0,FB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,106.31,0,1,Canceled,2018-03-24
City Hotel,1,158,2019,February,16,22,1,3,1,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,8.0,,1,Transient,43.84,0,0,Canceled,2019-02-03
City Hotel,0,41,2017,May,42,27,1,4,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,E,E,0,No Deposit,6.0,0.0,2,Transient,93.17,0,3,Check-Out,2015-08-10
Resort Hotel,0,25,2018,February,38,17,1,0,1,2.0,0,HB,ESP,Direct,TA/TO,1,0,4,A,B,0,No Deposit,0.0,,0,Transient,74.92,1,2,Check-Out,2019-04-15
City Hotel,0,206,2016,May,49,28,0,1,4,3.0,1,BB,BRA,Offline TA/TO,GDS,1,0,1,A,D,0,No Deposit,1.0,,0,Transient,105.06,0,3,Check-Out,2016-11-10
Resort Hotel,1,6,2018,May,44,15,2,2,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,1,2,4,A,F,0,No Deposit,8.0,,0,Transient,87.68,0,0,Canceled,2015-08-02
City Hotel,1,27,2016,December,31,22,3,4,2,1.0,0,SC,GBR,Groups,Corporate,0,0,0,B,A,0,No Deposit,2.0,2.0,0,Transient,69.28,0,0,Canceled,2017-06-01
City Hotel,0,0,2019,May,8,25,1,5,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,,,0,Transient,73.42,0,1,No-Show,2017-06-21
City Hotel,1,433,2018,May,6,19,3,3,2,0.0,0,SC,Unknown,Online TA,Direct,1,0,5,D,D,2,No Deposit,9.0,,0,Transient,102.94,1,2,Canceled,2019-06-13
City Hotel,1,67,2018,September,19,28,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,D,1,No Deposit,8.0,,0,Transient,76.01,0,1,Canceled,2015-11-11
City Hotel,1,60,2016,November,7,23,3,3,2,1.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,7.0,0.0,7,Transient,51.75,0,3,Canceled,2015-12-15
City Hotel,0,6,2018,June,42,4,4,5,4,0.0,0,BB,FRA,Offline TA/TO,TA/TO,1,1,5,A,B,1,No Deposit,7.0,,0,Transient,64.84,0,0,Check-Out,2018-08-19
City Hotel,1,269,2018,November,28,17,2,5,2,0.0,0,BB,ITA,Complementary,Corporate,1,0,5,A,A,0,No Deposit,2.0,0.0,0,Transient,56.27,0,0,Canceled,2017-11-29
City Hotel,0,18,2017,June,32,7,3,4,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,D,A,1,No Deposit,4.0,,0,Group,105.67,0,1,Check-Out,2016-12-11
City Hotel,0,49,2018,April,14,16,0,2,4,1.0,0,BB,PRT,Corporate,TA/TO,0,1,0,A,E,1,No Deposit,5.0,,0,Transient,104.1,0,1,Check-Out,2017-03-17
Resort Hotel,0,117,2019,June,49,17,3,2,2,0.0,0,BB,PRT,Offline TA/TO,Undefined,0,1,0,B,D,0,No Deposit,9.0,,0,Transient,151.45,0,0,Check-Out,2019-04-20
City Hotel,0,199,2018,August,19,27,3,2,2,0.0,0,BB,DEU,Direct,TA/TO,0,0,0,A,C,1,No Deposit,6.0,,0,Transient,107.08,0,0,Check-Out,2015-09-07
Resort Hotel,0,300,2019,June,10,20,4,0,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,C,B,0,No Deposit,5.0,,0,Transient,112.04,0,1,Check-Out,2017-10-29
Resort Hotel,0,4,2019,September,32,15,0,1,1,0.0,0,HB,SWE,Online TA,Undefined,1,0,2,D,D,1,Non Refund,3.0,,0,Transient,136.22,0,0,Check-Out,2015-07-29
Resort Hotel,1,46,2019,May,51,9,0,4,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,2.0,,0,Transient,96.04,0,0,Canceled,2016-01-07
Resort Hotel,0,71,2018,September,39,21,0,3,2,0.0,0,BB,BEL,Complementary,TA/TO,0,0,0,F,D,1,No Deposit,2.0,,0,Transient,107.43,0,2,Check-Out,2016-05-12
City Hotel,1,350,2018,June,29,23,2,6,3,0.0,0,SC,ITA,Online TA,Corporate,0,0,0,D,D,0,No Deposit,3.0,,30,Transient,69.89,0,0,Canceled,2016-02-13
Resort Hotel,0,21,2018,July,29,13,0,0,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,5,Transient,112.44,0,1,Check-Out,2015-11-08
Resort Hotel,1,116,2018,August,7,7,2,2,2,0.0,0,BB,GBR,Complementary,Corporate,1,0,2,E,A,1,No Deposit,6.0,0.0,0,Transient,184.66,0,2,Canceled,2018-06-01
City Hotel,0,97,2019,September,9,28,4,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,,,1,Transient,132.69,1,0,No-Show,2018-08-01
City Hotel,1,191,2016,May,5,19,1,1,2,0.0,0,HB,GBR,Corporate,TA/TO,1,0,5,A,B,0,No Deposit,,,2,Transient,143.9,0,1,Canceled,2017-03-27
City Hotel,0,104,2017,October,2,11,0,2,1,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,B,D,4,No Deposit,0.0,,0,Transient-Party,102.83,0,1,Check-Out,2017-06-09
Resort Hotel,0,9,2017,September,16,8,4,0,2,1.0,0,BB,USA,Offline TA/TO,TA/TO,1,0,3,A,B,0,No Deposit,0.0,,0,Transient,103.97,0,0,Check-Out,2018-09-06
Resort Hotel,0,13,2017,May,27,17,2,1,2,0.0,1,BB,Unknown,Online TA,TA/TO,0,0,0,A,D,0,Non Refund,10.0,,0,Transient,114.31,1,0,Check-Out,2018-11-25
City Hotel,0,13,2017,December,23,4,1,6,2,3.0,0,HB,PRT,Direct,TA/TO,1,0,3,B,A,0,No Deposit,3.0,,0,Transient-Party,91.08,3,0,Check-Out,2017-08-09
City Hotel,0,33,2018,August,36,26,2,3,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,B,A,0,Non Refund,2.0,,0,Transient,148.22,1,0,No-Show,2017-12-28
City Hotel,1,86,2016,July,31,4,2,4,3,1.0,1,BB,PRT,Direct,TA/TO,1,0,2,A,B,1,No Deposit,5.0,1.0,0,Transient,116.8,1,3,Canceled,2017-02-27
City Hotel,0,500,2018,April,26,18,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,F,2,No Deposit,,,0,Transient,74.33,1,0,Check-Out,2019-08-01
Resort Hotel,0,55,2018,July,18,22,1,1,2,0.0,1,BB,FRA,Corporate,TA/TO,0,0,0,E,A,1,No Deposit,6.0,,0,Contract,149.15,1,2,Check-Out,2015-08-02
City Hotel,1,13,2017,April,36,17,5,1,2,0.0,0,SC,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,63.06,0,2,Canceled,2017-10-01
City Hotel,0,151,2017,July,20,3,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,2,F,B,0,No Deposit,,,0,Transient,141.94,0,0,Check-Out,2019-02-02
City Hotel,1,199,2018,June,7,9,0,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,2.0,,1,Transient,83.47,0,0,Canceled,2017-06-10
Resort Hotel,0,14,2018,September,26,28,0,3,2,0.0,0,HB,CHN,Groups,Corporate,1,0,1,A,A,0,Non Refund,0.0,,2,Transient,99.33,0,1,Check-Out,2019-05-24
City Hotel,0,48,2019,April,14,26,1,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,B,0,No Deposit,1.0,0.0,0,Transient,72.03,0,0,Check-Out,2018-10-10
Resort Hotel,0,107,2019,October,40,6,3,3,3,0.0,0,BB,GBR,Online TA,GDS,0,0,0,A,A,0,No Deposit,6.0,,15,Transient,110.5,0,0,Check-Out,2019-03-25
City Hotel,1,87,2019,June,35,2,2,2,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,4.0,,0,Transient,125.27,2,3,Canceled,2018-05-15
City Hotel,0,36,2018,July,14,28,0,3,2,0.0,0,BB,RUS,Groups,Direct,0,0,0,B,D,2,Refundable,0.0,,0,Transient-Party,129.16,1,0,Check-Out,2017-04-28
City Hotel,1,60,2019,October,45,12,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,72.79,0,1,Canceled,2018-01-15
City Hotel,1,94,2019,August,33,15,5,3,2,0.0,0,BB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient-Party,131.86,0,0,Canceled,2016-01-09
City Hotel,0,104,2019,May,31,9,3,1,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0.0,,1,Group,81.07,1,1,Check-Out,2017-02-13
Resort Hotel,0,18,2016,June,40,2,0,6,3,0.0,0,HB,Unknown,Corporate,Corporate,0,0,0,E,B,0,Non Refund,4.0,,1,Transient,145.16,0,2,Check-Out,2018-12-08
Resort Hotel,0,22,2019,May,31,12,3,2,2,2.0,0,BB,BEL,Complementary,TA/TO,0,0,0,A,A,1,Non Refund,4.0,,0,Transient,108.32,0,1,Check-Out,2015-08-19
Resort Hotel,0,66,2018,August,30,16,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,A,0,No Deposit,4.0,4.0,30,Transient-Party,187.27,0,2,Check-Out,2015-11-15
City Hotel,0,48,2018,June,6,7,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,1,1,2,A,F,1,No Deposit,7.0,,0,Transient,120.38,1,2,Check-Out,2017-05-04
Resort Hotel,0,62,2017,September,47,1,0,0,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,3,Non Refund,3.0,,0,Transient,120.27,1,2,Check-Out,2018-07-01
City Hotel,0,126,2017,August,15,21,0,1,2,1.0,0,HB,BEL,Online TA,Corporate,0,0,0,A,B,0,No Deposit,5.0,,0,Transient,132.43,0,1,Check-Out,2017-08-31
City Hotel,0,300,2017,March,39,7,2,4,2,0.0,0,Undefined,PRT,Direct,Corporate,0,1,0,A,B,0,No Deposit,,,7,Transient,76.64,0,1,Check-Out,2017-09-27
City Hotel,0,106,2017,May,25,3,1,4,3,0.0,2,BB,POL,Direct,TA/TO,0,0,0,B,A,1,No Deposit,1.0,0.0,0,Transient,88.83,0,2,Check-Out,2015-11-30
City Hotel,0,121,2017,April,1,20,1,1,1,1.0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,B,A,1,No Deposit,3.0,,0,Transient,95.27,0,3,Check-Out,2015-10-23
Resort Hotel,0,41,2019,June,33,5,0,3,1,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,Refundable,9.0,,0,Transient,130.48,1,1,Check-Out,2018-10-28
City Hotel,0,24,2016,July,51,3,3,1,1,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient-Party,109.05,0,2,Check-Out,2016-06-01
City Hotel,1,167,2017,July,12,15,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,C,0,No Deposit,3.0,0.0,0,Transient,160.93,1,2,Canceled,2017-04-24
City Hotel,0,42,2017,September,47,6,2,4,4,0.0,0,BB,ESP,Direct,TA/TO,0,0,0,A,A,4,Non Refund,,,0,Transient,114.17,0,0,Check-Out,2016-05-05
City Hotel,0,66,2018,April,19,15,2,2,2,0.0,0,HB,FRA,Online TA,Direct,0,0,0,A,A,0,No Deposit,2.0,,10,Transient,60.67,1,1,Check-Out,2015-12-01
City Hotel,1,1,2017,December,13,3,4,5,2,0.0,0,HB,PRT,Online TA,Corporate,0,0,0,B,A,4,No Deposit,,,15,Transient,92.39,0,1,Canceled,2015-07-15
City Hotel,0,222,2017,June,2,24,5,2,2,0.0,0,BB,SWE,Groups,TA/TO,0,0,0,A,B,3,No Deposit,0.0,0.0,0,Transient,83.89,3,2,Check-Out,2016-09-03
Resort Hotel,0,263,2018,May,37,23,4,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,5.0,0.0,7,Transient,110.76,0,3,No-Show,2016-05-24
Resort Hotel,0,58,2018,September,38,1,3,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,2,0,A,A,0,No Deposit,7.0,,0,Transient,125.24,0,0,Check-Out,2016-03-21
City Hotel,0,121,2017,October,46,2,1,2,2,2.0,0,Undefined,ESP,Corporate,TA/TO,0,3,0,G,A,1,No Deposit,5.0,,5,Transient-Party,86.27,0,1,Check-Out,2018-12-09
City Hotel,0,388,2017,June,40,4,0,3,2,0.0,0,BB,POL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,88.16,0,3,Check-Out,2016-08-08
City Hotel,1,112,2017,September,10,21,4,6,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,107.6,0,1,Canceled,2017-12-20
Resort Hotel,0,23,2019,November,42,14,3,1,1,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,2,0,A,A,0,No Deposit,3.0,,15,Transient,78.12,0,1,Check-Out,2016-06-21
City Hotel,1,15,2017,September,46,14,0,3,2,3.0,0,BB,IRL,Online TA,TA/TO,1,0,4,A,F,0,No Deposit,1.0,,7,Transient,109.78,0,1,Canceled,2016-08-04
City Hotel,0,33,2018,January,47,27,0,1,2,0.0,0,HB,BRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,97.05,0,4,Check-Out,2018-04-22
City Hotel,1,50,2017,October,40,10,2,3,1,2.0,1,BB,PRT,Online TA,Corporate,1,0,1,A,A,2,Non Refund,0.0,,0,Transient,73.85,0,0,Canceled,2015-12-26
City Hotel,1,476,2018,October,30,11,4,3,3,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,B,A,1,No Deposit,5.0,,0,Transient,89.38,0,0,Canceled,2018-05-09
City Hotel,0,182,2016,August,28,4,1,4,3,0.0,0,BB,FRA,Online TA,GDS,0,0,0,A,D,0,No Deposit,5.0,,10,Transient,108.79,0,0,Check-Out,2017-12-24
Resort Hotel,0,41,2016,September,37,15,1,4,2,1.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,0.0,,0,Transient,78.9,1,1,Check-Out,2017-01-22
City Hotel,0,80,2018,December,10,20,5,0,4,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,3.0,,0,Transient,73.57,2,0,Check-Out,2019-06-27
